,caseID,DateTime,taskID,originator,eventtype,ArrangeSurvey,FirstContact,ImmediateRepair,InformClientSurvey,InformClientWrongPlace,InternRepair,MakeTicket,ReadyInformClient,RepairReady,SendTicketToFinAdmin,Survey,TicketReady
10810,150,2020-01-09 03:20:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
4151,150,2020-01-09 03:45:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
5241,150,2020-01-09 03:45:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
4386,151,2020-01-03 12:50:00,InformClientWrongPlace,Monica,complete,0,0,0,0,1,0,0,0,0,0,0,0
6378,151,2020-01-03 12:50:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
12054,152,2020-01-04 03:35:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
9738,152,2020-01-04 03:39:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
6440,152,2020-01-04 08:04:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
12100,152,2020-01-04 08:04:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
906,152,2020-01-06 06:34:00,Survey,Cindy,complete,0,0,0,0,0,0,0,0,0,0,1,0
1594,152,2020-01-08 16:54:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
1954,152,2020-01-08 16:54:00,InternRepair,Edd,complete,0,0,0,0,0,1,0,0,0,0,0,0
9020,152,2020-01-08 18:29:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
8905,152,2020-01-08 20:04:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
9998,152,2020-01-08 20:04:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
6437,153,2020-01-06 09:02:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
12389,153,2020-01-06 09:09:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
1959,153,2020-01-06 10:37:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
3707,153,2020-01-06 10:37:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
4696,153,2020-01-07 05:55:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
11353,153,2020-01-07 07:43:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
5845,153,2020-01-07 07:58:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1081,153,2020-01-07 08:15:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
2135,153,2020-01-07 08:15:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
76,153,2020-03-22 03:43:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
471,153,2021-04-21 07:43:00,InternRepair,Anne,complete,0,0,0,0,0,1,0,0,0,0,0,0
8860,154,2020-01-05 19:21:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
12179,154,2020-01-05 19:29:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
8656,154,2020-01-05 19:31:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
8270,154,2020-01-06 07:50:00,Survey,John,complete,0,0,0,0,0,0,0,0,0,0,1,0
10235,154,2020-01-07 07:13:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
10526,154,2020-01-07 07:13:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
3537,154,2020-01-08 04:49:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
12880,154,2020-01-08 04:49:00,InternRepair,System,complete,0,0,0,0,0,1,0,0,0,0,0,0
9182,154,2020-01-08 12:27:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
536,154,2021-06-25 05:19:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
8904,155,2020-01-02 07:11:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
6783,155,2020-01-02 07:18:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
7442,155,2020-01-02 07:18:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
7816,155,2020-01-02 11:38:00,Survey,Jacky,complete,0,0,0,0,0,0,0,0,0,0,1,0
3048,155,2020-01-02 13:26:00,ImmediateRepair,Jacky,complete,0,0,1,0,0,0,0,0,0,0,0,0
13223,155,2020-01-02 18:11:00,InternRepair,Jacky,complete,0,0,0,0,0,1,0,0,0,0,0,0
12627,155,2020-01-03 00:38:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
7252,155,2020-01-03 01:55:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
8236,155,2020-01-03 01:55:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
307,155,2020-11-08 07:13:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
388,155,2021-01-28 18:11:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
3214,156,2020-01-01 23:58:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
7799,156,2020-01-01 23:58:00,InformClientWrongPlace,Monica,complete,0,0,0,0,1,0,0,0,0,0,0,0
4209,157,2020-01-03 22:27:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
4306,157,2020-01-03 22:31:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
2320,157,2020-01-04 09:11:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
4692,157,2020-01-04 09:11:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
1371,157,2020-01-04 11:02:00,Survey,John,complete,0,0,0,0,0,0,0,0,0,0,1,0
8323,157,2020-01-04 19:06:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
3506,157,2020-01-04 19:16:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1953,157,2020-01-04 22:16:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
5482,157,2020-01-04 22:16:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
749,157,2022-01-24 19:06:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
8120,158,2020-01-05 18:42:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
4824,158,2020-01-05 18:47:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
12805,158,2020-01-05 18:47:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
2353,158,2020-01-08 16:55:00,Survey,Cindy,complete,0,0,0,0,0,0,0,0,0,0,1,0
3232,158,2020-01-16 19:14:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
12220,158,2020-01-16 19:14:00,InternRepair,Edd,complete,0,0,0,0,0,1,0,0,0,0,0,0
10806,158,2020-01-17 00:44:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
4834,158,2020-01-17 01:16:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
11304,158,2020-01-17 01:16:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
204,158,2020-07-28 18:40:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
9909,159,2020-01-08 05:20:00,InformClientWrongPlace,Monica,complete,0,0,0,0,1,0,0,0,0,0,0,0
10584,159,2020-01-08 05:20:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
11728,160,2020-01-05 05:19:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
3798,160,2020-01-05 05:24:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
12382,160,2020-01-05 05:24:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
11233,160,2020-01-07 23:14:00,Survey,John,complete,0,0,0,0,0,0,0,0,0,0,1,0
1850,160,2020-01-09 17:34:00,InternRepair,Paul,complete,0,0,0,0,0,1,0,0,0,0,0,0
10479,160,2020-01-11 10:43:00,InternRepair,John,complete,0,0,0,0,0,1,0,0,0,0,0,0
10498,160,2020-01-11 10:43:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
2038,160,2020-01-11 17:37:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
1163,160,2020-01-11 18:06:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
9597,160,2020-01-11 18:06:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
101,160,2020-04-16 05:22:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
8150,161,2020-01-01 15:21:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
8924,161,2020-01-01 15:26:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
2264,161,2020-01-01 15:30:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
9297,161,2020-01-01 15:30:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
12621,161,2020-01-01 17:46:00,Survey,Cindy,complete,0,0,0,0,0,0,0,0,0,0,1,0
2278,161,2020-01-01 22:36:00,InternRepair,Edd,complete,0,0,0,0,0,1,0,0,0,0,0,0
13160,161,2020-01-01 22:36:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
2888,161,2020-01-02 02:51:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
1939,161,2020-01-02 05:11:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
7279,161,2020-01-02 05:11:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
3852,162,2020-01-07 04:40:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
5739,162,2020-01-07 04:42:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
3055,162,2020-01-09 03:44:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
1669,162,2020-01-09 05:32:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
5169,162,2020-01-09 05:32:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
8538,162,2020-01-09 06:49:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
3654,162,2020-01-09 10:10:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
8875,162,2020-01-09 10:10:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
676,162,2021-11-12 04:42:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
712,162,2021-12-18 04:37:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
10149,163,2020-01-07 13:38:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
3829,163,2020-01-07 13:41:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
1911,163,2020-01-07 18:50:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
11580,163,2020-01-07 18:50:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
8408,163,2020-01-13 02:15:00,Survey,John,complete,0,0,0,0,0,0,0,0,0,0,1,0
8733,163,2020-01-13 11:32:00,InternRepair,Cindy,complete,0,0,0,0,0,1,0,0,0,0,0,0
12897,163,2020-01-13 20:59:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
4943,163,2020-01-13 21:46:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
7460,163,2020-01-13 21:46:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
763,163,2022-02-07 15:32:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10875,164,2020-01-08 00:04:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
1329,164,2020-01-08 00:07:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
8026,164,2020-01-08 00:09:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
11326,164,2020-01-08 00:09:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
1837,164,2020-01-12 16:00:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
7244,164,2020-01-12 23:28:00,InternRepair,Jacky,complete,0,0,0,0,0,1,0,0,0,0,0,0
11711,164,2020-01-12 23:28:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
12964,164,2020-01-13 02:36:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
11563,164,2020-01-13 03:37:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
12351,164,2020-01-13 03:37:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
4124,165,2020-01-07 22:17:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
8717,165,2020-01-07 22:20:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
6110,165,2020-01-07 22:24:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
9765,165,2020-01-07 22:24:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
3023,165,2020-01-10 21:38:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
5749,165,2020-01-10 23:26:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
12394,165,2020-01-10 23:26:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
5666,165,2020-01-11 04:19:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
7381,165,2020-01-11 07:14:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
11448,165,2020-01-11 07:14:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
6844,166,2020-01-04 12:13:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
11771,166,2020-01-04 12:15:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
5116,166,2020-01-04 12:19:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
6464,166,2020-01-04 12:19:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
3746,166,2020-01-04 13:18:00,Survey,Eric,complete,0,0,0,0,0,0,0,0,0,0,1,0
5653,166,2020-01-04 18:06:00,InternRepair,Eric,complete,0,0,0,0,0,1,0,0,0,0,0,0
9580,166,2020-01-04 18:06:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
8747,166,2020-01-04 23:12:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
11325,166,2020-01-04 23:12:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
842,166,2022-04-27 18:46:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
8757,167,2020-01-03 18:57:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
9452,167,2020-01-03 19:01:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
1746,167,2020-01-04 04:56:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
3077,167,2020-01-04 04:56:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
12223,167,2020-01-04 05:25:00,Survey,Eric,complete,0,0,0,0,0,0,0,0,0,0,1,0
868,167,2020-01-04 09:25:00,InternRepair,Eric,complete,0,0,0,0,0,1,0,0,0,0,0,0
6572,167,2020-01-04 09:25:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
10011,167,2020-01-04 12:15:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
1118,167,2020-01-04 14:57:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
9250,167,2020-01-04 14:57:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
11901,168,2020-01-06 18:58:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
6217,168,2020-01-06 19:04:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
1186,168,2020-01-06 22:40:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
7340,168,2020-01-06 22:40:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
5355,168,2020-01-12 16:37:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
11118,168,2020-01-12 18:49:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
2291,168,2020-01-12 23:17:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
4597,168,2020-01-13 01:39:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
9436,168,2020-01-13 01:39:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
798,168,2022-03-14 18:49:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
4115,169,2020-01-04 15:05:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
5546,169,2020-01-04 15:07:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
9237,169,2020-01-04 15:10:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
7052,169,2020-01-04 23:27:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
3170,169,2020-01-05 01:15:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
5308,169,2020-01-05 01:15:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
12702,169,2020-01-05 01:58:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
2537,169,2020-01-05 04:16:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
7547,169,2020-01-05 04:16:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
209,169,2020-08-02 15:10:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
6579,170,2020-01-06 20:45:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
9120,170,2020-01-06 20:48:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
7398,170,2020-01-07 05:40:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
3493,170,2020-01-07 05:55:00,Survey,Nick,complete,0,0,0,0,0,0,0,0,0,0,1,0
2660,170,2020-01-07 10:19:00,InternRepair,Nick,complete,0,0,0,0,0,1,0,0,0,0,0,0
11686,170,2020-01-07 10:19:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
3389,170,2020-01-07 11:47:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
870,170,2020-01-07 16:26:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
6458,170,2020-01-07 16:26:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
305,170,2020-11-06 05:40:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
9720,171,2020-01-06 12:22:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
7360,171,2020-01-06 12:24:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
7247,171,2020-01-06 12:27:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
8913,171,2020-01-06 12:27:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
11551,171,2020-01-12 06:54:00,Survey,Jacky,complete,0,0,0,0,0,0,0,0,0,0,1,0
2758,171,2020-01-12 09:06:00,ImmediateRepair,Jacky,complete,0,0,1,0,0,0,0,0,0,0,0,0
2266,171,2020-01-12 09:15:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
5877,171,2020-01-12 13:36:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
6611,171,2020-01-12 13:36:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
218,171,2020-08-11 09:06:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
6522,172,2020-01-02 04:43:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
5570,172,2020-01-02 04:47:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
2068,172,2020-01-02 04:49:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
5689,172,2020-01-02 04:49:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
9035,172,2020-01-08 14:10:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
2765,172,2020-01-08 19:34:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
1244,172,2020-01-09 01:26:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
5279,172,2020-01-09 02:33:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
6648,172,2020-01-09 02:33:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
12170,173,2020-01-02 19:40:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
5235,173,2020-01-02 19:43:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
10490,173,2020-01-02 19:48:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
12027,173,2020-01-08 23:49:00,Survey,Jacky,complete,0,0,0,0,0,0,0,0,0,0,1,0
7592,173,2020-01-09 01:49:00,ImmediateRepair,Jacky,complete,0,0,1,0,0,0,0,0,0,0,0,0
10320,173,2020-01-09 01:49:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
1030,173,2020-01-09 02:47:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
9372,173,2020-01-09 04:29:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
11949,173,2020-01-09 04:29:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
549,173,2021-07-08 19:48:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
7431,174,2020-01-07 16:19:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
4793,174,2020-01-07 16:23:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
13107,174,2020-01-07 16:26:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
1041,174,2020-01-07 16:42:00,Survey,Eric,complete,0,0,0,0,0,0,0,0,0,0,1,0
10981,174,2020-01-07 17:24:00,ImmediateRepair,Eric,complete,0,0,1,0,0,0,0,0,0,0,0,0
10988,174,2020-01-07 22:43:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
7611,174,2020-01-08 00:42:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
7642,174,2020-01-08 00:42:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
391,174,2021-01-31 17:24:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
530,174,2021-06-19 16:26:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
7612,175,2020-01-08 03:17:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
3607,175,2020-01-08 03:22:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
8183,175,2020-01-08 09:54:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
11694,175,2020-01-08 09:54:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
10730,175,2020-01-11 05:48:00,Survey,Anne,complete,0,0,0,0,0,0,0,0,0,0,1,0
7739,175,2020-01-11 08:00:00,ImmediateRepair,Anne,complete,0,0,1,0,0,0,0,0,0,0,0,0
9937,175,2020-01-11 16:07:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
7302,175,2020-01-11 17:24:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
11024,175,2020-01-11 17:24:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
492,175,2021-05-12 09:48:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
1692,176,2020-01-05 09:22:00,FirstContact,Dian,complete,0,1,0,0,0,0,0,0,0,0,0,0
7890,176,2020-01-05 09:26:00,MakeTicket,Dian,complete,0,0,0,0,0,0,1,0,0,0,0,0
2774,176,2020-01-05 09:31:00,ArrangeSurvey,Dian,complete,1,0,0,0,0,0,0,0,0,0,0,0
10360,176,2020-01-05 09:31:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
4809,176,2020-01-05 11:41:00,Survey,Nick,complete,0,0,0,0,0,0,0,0,0,0,1,0
12883,176,2020-01-05 15:17:00,InternRepair,Nick,complete,0,0,0,0,0,1,0,0,0,0,0,0
11456,176,2020-01-05 18:02:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
2746,176,2020-01-05 20:00:00,ReadyInformClient,System,complete,0,0,0,0,0,0,0,1,0,0,0,0
10906,176,2020-01-05 20:00:00,TicketReady,System,complete,0,0,0,0,0,0,0,0,0,0,0,1
65,176,2020-03-11 15:17:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
9913,177,2020-01-05 16:59:00,FirstContact,Monica,complete,0,1,0,0,0,0,0,0,0,0,0,0
10323,177,2020-01-05 17:02:00,MakeTicket,Monica,complete,0,0,0,0,0,0,1,0,0,0,0,0
7617,177,2020-01-05 17:06:00,ArrangeSurvey,Monica,complete,1,0,0,0,0,0,0,0,0,0,0,0
9252,177,2020-01-05 17:06:00,InformClientSurvey,System,complete,0,0,0,1,0,0,0,0,0,0,0,0
5467,177,2020-01-12 20:04:00,Survey,Barbara,complete,0,0,0,0,0,0,0,0,0,0,1,0
2830,177,2020-01-12 22:04:00,ImmediateRepair,Barbara,complete,0,0,1,0,0,0,0,0,0,0,0,0
4481,177,2020-01-12 22:04:00,RepairReady,System,complete,0,0,0,0,0,0,0,0,1,0,0,0
8319,177,2020-01-13 01:37:00,SendTicketToFinAdmin,System,complete,0,0,0,0,0,0,0,0,0,1,0,0
